#{"t_start": 1588858822.4834797, "env_id": null}
r,l,t
-3.972222,1,4.294839
-4.027778,1,4.295834
-3.972222,1,4.29784
-4.027778,1,4.298826
-4.027778,1,4.30082
-3.972222,1,4.305807
-3.972222,1,4.308799
-4.027778,1,4.309797
-3.972222,1,4.311791
-4.027778,1,4.312801
-3.972222,1,4.317775
-4.027778,1,4.319769
-3.972222,1,4.320776
-3.972222,1,4.322782
-3.972222,1,4.323759
-3.972222,1,4.328746
-3.972222,1,4.33074
-4.027778,1,4.331738
-3.972222,1,4.333733
-3.972222,1,4.335741
-4.027778,1,4.341711
-4.027778,1,4.343711
-3.972222,1,4.344703
-3.972222,1,4.346697
-3.972222,1,4.348692
-4.027778,1,4.353678
-3.972222,1,4.354676
-3.972222,1,4.356671
-4.027778,1,4.358666
-4.027778,1,4.359663
-3.972222,1,4.365658
-4.027778,1,4.366645
-3.972222,1,4.368645
-3.972222,1,4.369637
-4.027778,1,4.371631
-4.027778,1,4.376617
-4.027778,1,4.378612
-4.027778,1,4.37961
-3.972222,1,4.381604
-3.972222,1,4.382606
-4.027778,1,4.387588
-3.972222,1,4.389583
-4.027778,1,4.391578
-3.972222,1,4.392575
-3.972222,1,4.394569
-4.027778,1,4.399557
-4.027778,1,4.400554
-3.972222,1,4.402548
-3.972222,1,4.403551
-3.972222,1,4.40554
-4.027778,1,4.410532
-4.027778,1,4.412524
-4.027778,1,4.414516
-3.972222,1,4.415514
-3.972222,1,4.417508
-3.972222,1,4.4225
-3.972222,1,4.423496
-3.972222,1,4.425487
-4.027778,1,4.426484
-3.972222,1,4.428479
-3.972222,1,4.433466
-4.027778,1,4.434474
-4.027778,1,4.436458
-4.027778,1,4.438452
-4.027778,1,4.43945
-4.027778,1,4.444436
-3.972222,1,4.446431
-3.972222,1,4.448445
-4.027778,1,4.449423
-3.972222,1,4.451418
-4.027778,1,4.456404
-3.972222,1,4.458412
-4.027778,1,4.459397
-4.027778,1,4.461391
-4.027778,1,4.462401
-4.027778,1,4.467376
-3.972222,1,4.469379
-4.027778,1,4.471364
-4.027778,1,4.472362
-3.972222,1,4.474356
-4.027778,1,4.479343
-4.027778,1,4.481345
-3.972222,1,4.482335
-4.027778,1,4.484342
-4.027778,1,4.485327
-4.027778,1,4.491311
-4.027778,1,4.492308
-4.027778,1,4.494303
-3.972222,1,4.495301
-3.972222,1,4.498304
-4.027778,1,4.503279
-3.972222,1,4.504277
-3.972222,1,4.505274
-3.972222,1,4.507268
-4.027778,1,4.508266
-3.972222,1,4.51425
-3.972222,1,4.516244
-3.972222,1,4.518239
-4.027778,1,4.52024
-3.972222,1,4.522229
-3.972222,1,4.52921
-4.027778,1,4.530207
-4.027778,1,4.532202
-3.972222,1,4.534197
-3.972222,1,4.535194
-3.972222,1,4.542175
-3.972222,1,4.54417
-3.972222,1,4.545167
-4.027778,1,4.547162
-3.972222,1,4.54816
-3.972222,1,4.554143
-3.972222,1,4.55514
-4.027778,1,4.557135
-4.027778,1,4.558133
-3.972222,1,4.560127
-4.027778,1,4.565114
-4.027778,1,4.567109
-3.972222,1,4.569103
-4.027778,1,4.571098
-3.972222,1,4.573092
-3.972222,1,4.578079
-3.972222,1,4.580075
-3.972222,1,4.582069
-4.027778,1,4.583066
-4.027778,1,4.585061
-3.972222,1,4.591045
-4.027778,1,4.592042
-3.972222,1,4.594037
-4.027778,1,4.59703
-4.027778,1,4.599023
-3.972222,1,4.604011
-4.027778,1,4.606004
-4.027778,1,4.607999
-4.027778,1,4.609993
-3.972222,1,4.611989
-4.027778,1,4.616975
-3.972222,1,4.61897
-3.972222,1,4.620965
-3.972222,1,4.622959
-4.027778,1,4.623957
-3.972222,1,4.629941
-3.972222,1,4.631947
-3.972222,1,4.632935
-4.027778,1,4.634927
-4.027778,1,4.635924
-3.972222,1,4.640911
-3.972222,1,4.642906
-3.972222,1,4.643903
-4.027778,1,4.645898
-4.027778,1,4.646895
-4.027778,1,4.65189
-4.027778,1,4.652879
-3.972222,1,4.654874
-3.972222,1,4.655871
-3.972222,1,4.657866
-4.027778,1,4.662865
-4.027778,1,4.66385
-3.972222,1,4.665844
-3.972222,1,4.666842
-4.027778,1,4.668837
-4.027778,1,4.672826
-4.027778,1,4.67482
-4.027778,1,4.675818
-4.027778,1,4.677812
-3.972222,1,4.67881
-3.972222,1,4.684794
-4.027778,1,4.685804
-4.027778,1,4.687786
-3.972222,1,4.688791
-4.027778,1,4.68978
-4.027778,1,4.695765
-4.027778,1,4.696762
-3.972222,1,4.698757
-4.027778,1,4.699754
-4.027778,1,4.701748
-4.027778,1,4.706735
-3.972222,1,4.707733
-3.972222,1,4.70873
-4.027778,1,4.710725
-4.027778,1,4.711722
-3.972222,1,4.716709
-3.972222,1,4.717705
-3.972222,1,4.7197
-4.027778,1,4.720698
-3.972222,1,4.722693
-4.027778,1,4.726682
-4.027778,1,4.728677
-4.027778,1,4.730683
-3.972222,1,4.731672
-3.972222,1,4.733663
-3.972222,1,4.737661
-3.972222,1,4.739647
-3.972222,1,4.740644
-4.027778,1,4.74264
-3.972222,1,4.743649
-4.027778,1,4.748624
-4.027778,1,4.74962
-4.027778,1,4.751615
-3.972222,1,4.753622
-4.027778,1,4.754608
-4.027778,1,4.759594
-3.972222,1,4.760592
-4.027778,1,4.762586
-4.027778,1,4.763583
-3.972222,1,4.765578
-4.027778,1,4.770565
-4.027778,1,4.771562
-3.972222,1,4.773557
-4.027778,1,4.774554
-4.027778,1,4.776548
-3.972222,1,4.781535
-4.027778,1,4.782533
-4.027778,1,4.784528
-3.972222,1,4.785524
-4.027778,1,4.787519
-3.972222,1,4.792511
-4.027778,1,4.793503
-3.972222,1,4.795498
-4.027778,1,4.796495
-4.027778,1,4.798491
-4.027778,1,4.80248
-4.027778,1,4.804486
-3.972222,1,4.805471
-3.972222,1,4.807466
-3.972222,1,4.808464
-3.972222,1,4.81345
-3.972222,1,4.815444
-3.972222,1,4.816454
-3.972222,1,4.81845
-3.972222,1,4.819434
-4.027778,1,4.824421
-4.027778,1,4.826415
-4.027778,1,4.827413
-3.972222,1,4.829407
-3.972222,1,4.831402
-3.972222,1,4.835396
-4.027778,1,4.837387
-3.972222,1,4.838383
-4.027778,1,4.839381
-4.027778,1,4.841375
-4.027778,1,4.846362
-4.027778,1,4.848358
-4.027778,1,4.849367
-4.027778,1,4.851349
-3.972222,1,4.852346
-3.972222,1,4.857332
-3.972222,1,4.858339
-4.027778,1,4.860326
-3.972222,1,4.861347
-3.972222,1,4.863317
-3.972222,1,4.868304
-4.027778,1,4.869329
-4.027778,1,4.871295
-3.972222,1,4.873291
-4.027778,1,4.874288
-3.972222,1,4.880271
-4.027778,1,4.881269
-3.972222,1,4.883265
-3.972222,1,4.884261
-3.972222,1,4.886256
-3.972222,1,4.891243
-3.972222,1,4.893238
-4.027778,1,4.895232
-3.972222,1,4.896229
-4.027778,1,4.898225
-3.972222,1,4.902215
-3.972222,1,4.904207
-4.027778,1,4.905206
-3.972222,1,4.907199
-3.972222,1,4.909194
-3.972222,1,4.914181
-4.027778,1,4.916177
-4.027778,1,4.91817
-3.972222,1,4.919169
-3.972222,1,4.921171
-3.972222,1,4.926149
-4.027778,1,4.927145
-3.972222,1,4.929141
-4.027778,1,4.930142
-4.027778,1,4.932132
-3.972222,1,4.937128
-3.972222,1,4.938117
-4.027778,1,4.940112
-3.972222,1,4.942107
-3.972222,1,4.943105
-3.972222,1,4.94809
-4.027778,1,4.950086
-3.972222,1,4.951082
-4.027778,1,4.953077
-4.027778,1,4.955071
-3.972222,1,4.959069
-4.027778,1,4.961055
-4.027778,1,4.962077
-3.972222,1,4.964048
-3.972222,1,4.966043
-3.972222,1,4.97103
-4.027778,1,4.972027
-4.027778,1,4.974024
-4.027778,1,4.975018
-3.972222,1,4.977013
-3.972222,1,4.981999
-3.972222,1,4.983995
-4.027778,1,4.984993
-4.027778,1,4.986986
-3.972222,1,4.987983
-3.972222,1,4.992971
-4.027778,1,4.994965
-4.027778,1,4.995963
-3.972222,1,4.997958
-4.027778,1,4.998955
-4.027778,1,5.004939
-3.972222,1,5.005935
-4.027778,1,5.00793
-3.972222,1,5.008929
-4.027778,1,5.010922
-4.027778,1,5.015914
-3.972222,1,5.01791
-4.027778,1,5.019898
-4.027778,1,5.020897
-4.027778,1,5.022891
-3.972222,1,5.027877
-3.972222,1,5.029873
-4.027778,1,5.03087
-4.027778,1,5.032864
-4.027778,1,5.033862
-4.027778,1,5.038848
-4.027778,1,5.040848
-4.027778,1,5.041841
-3.972222,1,5.043835
-3.972222,1,5.044832
-4.027778,1,5.049837
-3.972222,1,5.051813
-3.972222,1,5.052836
-4.027778,1,5.054815
-3.972222,1,5.056799
-3.972222,1,5.061786
-3.972222,1,5.062785
-3.972222,1,5.06478
-4.027778,1,5.065775
-3.972222,1,5.067771
-3.972222,1,5.07276
-4.027778,1,5.074751
-4.027778,1,5.07575
-4.027778,1,5.077746
-3.972222,1,5.079747
-3.972222,1,5.084734
-4.027778,1,5.085724
-4.027778,1,5.087717
-3.972222,1,5.088715
-3.972222,1,5.09071
-3.972222,1,5.095695
-3.972222,1,5.096694
-4.027778,1,5.098687
-4.027778,1,5.100683
-3.972222,1,5.101681
-3.972222,1,5.107663
-3.972222,1,5.108662
-3.972222,1,5.110655
-3.972222,1,5.111653
-3.972222,1,5.113648
-4.027778,1,5.118634
-4.027778,1,5.12063
-3.972222,1,5.121627
-3.972222,1,5.123625
-3.972222,1,5.125617
-3.972222,1,5.130621
-4.027778,1,5.1316
-4.027778,1,5.133594
-3.972222,1,5.134592
-4.027778,1,5.136586
-4.027778,1,5.141574
-4.027778,1,5.143579
-3.972222,1,5.144565
-3.972222,1,5.146559
-4.027778,1,5.147558
-3.972222,1,5.152544
-3.972222,1,5.154539
-3.972222,1,5.155537
-3.972222,1,5.157535
-3.972222,1,5.159526
-3.972222,1,5.163515
-3.972222,1,5.165514
-3.972222,1,5.167503
-3.972222,1,5.168501
-3.972222,1,5.170498
-3.972222,1,5.175483
-3.972222,1,5.17648
-4.027778,1,5.178474
-3.972222,1,5.179471
-4.027778,1,5.181468
-4.027778,1,5.186453
-3.972222,1,5.188448
-4.027778,1,5.189446
-3.972222,1,5.190471
-3.972222,1,5.192437
-3.972222,1,5.197424
-4.027778,1,5.199418
-4.027778,1,5.201413
-4.027778,1,5.202422
-3.972222,1,5.204405
-3.972222,1,5.209392
-3.972222,1,5.21039
-3.972222,1,5.212384
-4.027778,1,5.213385
-4.027778,1,5.215376
-4.027778,1,5.220362
-4.027778,1,5.221389
-3.972222,1,5.223365
-4.027778,1,5.22536
-3.972222,1,5.226354
-3.972222,1,5.232331
-3.972222,1,5.233328
-3.972222,1,5.235323
-3.972222,1,5.236344
-4.027778,1,5.238314
-3.972222,1,5.243302
-3.972222,1,5.245296
-3.972222,1,5.246294
-3.972222,1,5.248294
-3.972222,1,5.249287
-4.027778,1,5.254273
-4.027778,1,5.256266
-4.027778,1,5.258262
-4.027778,1,5.25926
-3.972222,1,5.261254
-3.972222,1,5.266255
-3.972222,1,5.268236
-4.027778,1,5.270229
-4.027778,1,5.271227
-4.027778,1,5.273221
-3.972222,1,5.278208
-3.972222,1,5.279205
-4.027778,1,5.2812
-3.972222,1,5.283194
-3.972222,1,5.284192
-3.972222,1,5.289179
-3.972222,1,5.291174
-4.027778,1,5.293169
-3.972222,1,5.294191
-4.027778,1,5.296161
-4.027778,1,5.301147
-3.972222,1,5.303143
-4.027778,1,5.304151
-4.027778,1,5.306133
-3.972222,1,5.308129
-3.972222,1,5.313118
-4.027778,1,5.31511
-4.027778,1,5.317104
-4.027778,1,5.3181
-3.972222,1,5.320096
-3.972222,1,5.325082
-3.972222,1,5.32608
-3.972222,1,5.328075
-3.972222,1,5.329072
-4.027778,1,5.331066
-4.027778,1,5.336053
-4.027778,1,5.337052
-3.972222,1,5.339046
-4.027778,1,5.34104
-3.972222,1,5.342054
-4.027778,1,5.347024
-3.972222,1,5.348028
-4.027778,1,5.350027
-4.027778,1,5.352011
-4.027778,1,5.353009
-4.027778,1,5.357994
-4.027778,1,5.35999
-4.027778,1,5.360986
-3.972222,1,5.362982
-3.972222,1,5.363979
-3.972222,1,5.368981
-3.972222,1,5.37096
-4.027778,1,5.371961
-3.972222,1,5.373952
-4.027778,1,5.374949
-4.027778,1,5.379937
-3.972222,1,5.38193
-3.972222,1,5.383926
-4.027778,1,5.384923
-4.027778,1,5.386918
-4.027778,1,5.391905
-3.972222,1,5.393898
-4.027778,1,5.394901
-3.972222,1,5.396901
-3.972222,1,5.397889
-4.027778,1,5.402875
-3.972222,1,5.404869
-4.027778,1,5.406863
-3.972222,1,5.407862
-4.027778,1,5.409856
-4.027778,1,5.414842
-4.027778,1,5.415841
-3.972222,1,5.417838
-3.972222,1,5.418832
-3.972222,1,5.420832
-3.972222,1,5.425814
-4.027778,1,5.427819
-3.972222,1,5.428806
-3.972222,1,5.430801
-3.972222,1,5.431797
-3.972222,1,5.436785
-4.027778,1,5.438778
-4.027778,1,5.439777
-4.027778,1,5.441771
-3.972222,1,5.442777
-3.972222,1,5.447756
-4.027778,1,5.44975
-3.972222,1,5.450774
-4.027778,1,5.452743
-3.972222,1,5.453769
-4.027778,1,5.459723
-4.027778,1,5.460721
-4.027778,1,5.462715
-4.027778,1,5.463713
-4.027778,1,5.465706
-4.027778,1,5.470693
-4.027778,1,5.471692
-4.027778,1,5.473685
-4.027778,1,5.475682
-4.027778,1,5.476678
-3.972222,1,5.481665
-4.027778,1,5.483661
-4.027778,1,5.485654
-4.027778,1,5.486653
-4.027778,1,5.488645
-4.027778,1,5.492648
-3.972222,1,5.494629
-4.027778,1,5.495628
-4.027778,1,5.49763
-4.027778,1,5.499628
-3.972222,1,5.504613
-4.027778,1,5.505603
-3.972222,1,5.507594
-4.027778,1,5.508593
-3.972222,1,5.510587
-3.972222,1,5.515577
-3.972222,1,5.517568
-3.972222,1,5.519563
-3.972222,1,5.521557
-3.972222,1,5.522555
-3.972222,1,5.527541
-3.972222,1,5.529536
-3.972222,1,5.530533
-3.972222,1,5.532528
-4.027778,1,5.533526
-4.027778,1,5.539509
-4.027778,1,5.540514
-4.027778,1,5.542501
-4.027778,1,5.544497
-4.027778,1,5.545502
-3.972222,1,5.551477
-3.972222,1,5.552474
-4.027778,1,5.554469
-3.972222,1,5.555468
-3.972222,1,5.557461
-3.972222,1,5.56246
-3.972222,1,5.563445
-4.027778,1,5.565441
-4.027778,1,5.567436
-3.972222,1,5.568432
-4.027778,1,5.57342
-4.027778,1,5.575414
-3.972222,1,5.576411
-3.972222,1,5.578406
-4.027778,1,5.579404
-3.972222,1,5.58439
-3.972222,1,5.586385
-4.027778,1,5.587382
-4.027778,1,5.589376
-4.027778,1,5.591372
-4.027778,1,5.595373
-3.972222,1,5.597355
-4.027778,1,5.598353
-3.972222,1,5.600347
-4.027778,1,5.601346
-4.027778,1,5.607329
-4.027778,1,5.608326
-3.972222,1,5.61032
-4.027778,1,5.611318
-4.027778,1,5.613322
-4.027778,1,5.618299
-4.027778,1,5.620293
-4.027778,1,5.621291
-4.027778,1,5.623285
-3.972222,1,5.624286
-3.972222,1,5.63028
-3.972222,1,5.632262
-3.972222,1,5.633259
-4.027778,1,5.635253
-4.027778,1,5.636252
-3.972222,1,5.641239
-3.972222,1,5.643232
-3.972222,1,5.644229
-4.027778,1,5.646224
-4.027778,1,5.648227
-3.972222,1,5.653205
-4.027778,1,5.654203
-3.972222,1,5.656209
-3.972222,1,5.658192
-3.972222,1,5.6592
-4.027778,1,5.664176
-3.972222,1,5.66617
-3.972222,1,5.667193
-4.027778,1,5.669162
-4.027778,1,5.670184
-3.972222,1,5.676146
-4.027778,1,5.677142
-3.972222,1,5.679136
-4.027778,1,5.680133
-3.972222,1,5.682128
-3.972222,1,5.687114
-4.027778,1,5.688137
-3.972222,1,5.690106
-4.027778,1,5.69211
-4.027778,1,5.6931
-4.027778,1,5.698085
-3.972222,1,5.699084
-4.027778,1,5.701087
-4.027778,1,5.702102
-4.027778,1,5.704069
-4.027778,1,5.709057
-4.027778,1,5.711051
-4.027778,1,5.712048
-3.972222,1,5.714042
-4.027778,1,5.716038
-3.972222,1,5.721034
-4.027778,1,5.722022
-4.027778,1,5.724017
-4.027778,1,5.726018
-4.027778,1,5.727009
-4.027778,1,5.731997
-4.027778,1,5.733989
-4.027778,1,5.734987
-4.027778,1,5.736981
-3.972222,1,5.738977
-3.972222,1,5.742966
-4.027778,1,5.74496
-4.027778,1,5.745959
-3.972222,1,5.747967
-4.027778,1,5.749948
-3.972222,1,5.754933
-3.972222,1,5.755932
-3.972222,1,5.757925
-4.027778,1,5.758923
-4.027778,1,5.760918
-3.972222,1,5.765904
-3.972222,1,5.766903
-4.027778,1,5.768898
-3.972222,1,5.770892
-3.972222,1,5.771897
-4.027778,1,5.777879
-4.027778,1,5.77887
-4.027778,1,5.780864
-3.972222,1,5.781863
-4.027778,1,5.783856
-4.027778,1,5.788852
-3.972222,1,5.790837
-3.972222,1,5.792832
-3.972222,1,5.793831
-3.972222,1,5.795824
-3.972222,1,5.800812
-3.972222,1,5.801819
-3.972222,1,5.803804
-3.972222,1,5.804837
-4.027778,1,5.806795
-3.972222,1,5.811815
-4.027778,1,5.813777
-4.027778,1,5.815772
-3.972222,1,5.816768
-3.972222,1,5.818763
-4.027778,1,5.82375
-3.972222,1,5.82476
-3.972222,1,5.826741
-4.027778,1,5.827739
-4.027778,1,5.829733
-4.027778,1,5.83472
-3.972222,1,5.835719
-4.027778,1,5.837713
-3.972222,1,5.839719
-3.972222,1,5.840704
-4.027778,1,5.845691
-4.027778,1,5.847687
-3.972222,1,5.848683
-3.972222,1,5.850678
-3.972222,1,5.851676
-3.972222,1,5.856662
-3.972222,1,5.858656
-4.027778,1,5.85966
-4.027778,1,5.861649
-4.027778,1,5.863643
-4.027778,1,5.868635
-4.027778,1,5.869628
-4.027778,1,5.871621
-3.972222,1,5.872619
-3.972222,1,5.874613
-4.027778,1,5.8796
-3.972222,1,5.881595
-4.027778,1,5.882603
-4.027778,1,5.884588
-4.027778,1,5.885585
-4.027778,1,5.8906
-3.972222,1,5.892565
-3.972222,1,5.893594
-4.027778,1,5.895563
-3.972222,1,5.896555
-3.972222,1,5.902539
-3.972222,1,5.903538
-3.972222,1,5.905531
-4.027778,1,5.906528
-3.972222,1,5.908523
-3.972222,1,5.913509
-3.972222,1,5.915504
-3.972222,1,5.916503
-4.027778,1,5.918496
-4.027778,1,5.919494
-4.027778,1,5.92448
-4.027778,1,5.926475
-3.972222,1,5.927472
-3.972222,1,5.929468
-3.972222,1,5.931473
-3.972222,1,5.936448
-4.027778,1,5.937447
-3.972222,1,5.939441
-3.972222,1,5.941437
-3.972222,1,5.942433
-3.972222,1,5.94742
-3.972222,1,5.949414
-3.972222,1,5.950412
-4.027778,1,5.952406
-4.027778,1,5.953431
-4.027778,1,5.958403
-3.972222,1,5.960384
-4.027778,1,5.961409
-4.027778,1,5.963387
-3.972222,1,5.965371
-3.972222,1,5.969361
-4.027778,1,5.971355
-4.027778,1,5.973349
-4.027778,1,5.974347
-4.027778,1,5.976343
-3.972222,1,5.981328
-3.972222,1,5.983332
-3.972222,1,5.984322
-4.027778,1,5.986316
-3.972222,1,5.987312
-3.972222,1,5.993296
-4.027778,1,5.994294
-3.972222,1,5.996288
-3.972222,1,5.99729
-4.027778,1,5.99928
-4.027778,1,6.004279
-3.972222,1,6.005265
-3.972222,1,6.007259
-4.027778,1,6.008267
-4.027778,1,6.010251
-4.027778,1,6.015239
-4.027778,1,6.017232
-4.027778,1,6.01823
-4.027778,1,6.020225
-3.972222,1,6.022219
-3.972222,1,6.027206
-3.972222,1,6.028209
-3.972222,1,6.030198
-4.027778,1,6.032192
-3.972222,1,6.03319
-4.027778,1,6.039187
-4.027778,1,6.040172
-3.972222,1,6.042166
-3.972222,1,6.043168
-3.972222,1,6.045159
-4.027778,1,6.050148
-3.972222,1,6.051143
-3.972222,1,6.053138
-4.027778,1,6.054134
-3.972222,1,6.05613
-4.027778,1,6.061115
-3.972222,1,6.06311
-3.972222,1,6.064108
-4.027778,1,6.066102
-4.027778,1,6.067099
-4.027778,1,6.072086
-3.972222,1,6.074081
-3.972222,1,6.076075
-4.027778,1,6.077072
-4.027778,1,6.079078
-3.972222,1,6.084056
-3.972222,1,6.085062
-4.027778,1,6.087047
-4.027778,1,6.088043
-3.972222,1,6.090039
-4.027778,1,6.095026
-3.972222,1,6.096046
-4.027778,1,6.098018
-4.027778,1,6.099042
-3.972222,1,6.101008
-4.027778,1,6.106025
-3.972222,1,6.10799
-3.972222,1,6.109015
-4.027778,1,6.110983
-3.972222,1,6.112978
-4.027778,1,6.117971
-3.972222,1,6.118961
-4.027778,1,6.120958
-4.027778,1,6.121952
-3.972222,1,6.123947
-4.027778,1,6.128934
-4.027778,1,6.130928
-3.972222,1,6.131933
-4.027778,1,6.13392
-4.027778,1,6.135916
-3.972222,1,6.140904
-4.027778,1,6.141906
-4.027778,1,6.143903
-4.027778,1,6.145889
-4.027778,1,6.146885
-3.972222,1,6.151873
-3.972222,1,6.153867
-4.027778,1,6.154872
-4.027778,1,6.15686
-3.972222,1,6.157858
-4.027778,1,6.162843
-4.027778,1,6.164838
-4.027778,1,6.165837
-4.027778,1,6.16783
-3.972222,1,6.169825
-4.027778,1,6.173815
-4.027778,1,6.175808
-4.027778,1,6.176817
-3.972222,1,6.1788
-4.027778,1,6.180796
-4.027778,1,6.18579
-3.972222,1,6.186779
-3.972222,1,6.188776
-3.972222,1,6.190769
-3.972222,1,6.191766
-4.027778,1,6.19775
-4.027778,1,6.198759
-3.972222,1,6.200754
-4.027778,1,6.20174
-4.027778,1,6.203734
-3.972222,1,6.208721
-4.027778,1,6.209718
-3.972222,1,6.21172
-3.972222,1,6.212711
-4.027778,1,6.214705
-4.027778,1,6.218694
-3.972222,1,6.220689
-3.972222,1,6.221714
-4.027778,1,6.22368
-4.027778,1,6.224706
-3.972222,1,6.229666
-4.027778,1,6.231662
-4.027778,1,6.232662
-3.972222,1,6.234651
-3.972222,1,6.23565
-3.972222,1,6.241633
-3.972222,1,6.242631
-3.972222,1,6.244624
-4.027778,1,6.245622
-3.972222,1,6.247617
-3.972222,1,6.252605
-4.027778,1,6.253601
-3.972222,1,6.255596
-3.972222,1,6.256603
-3.972222,1,6.258587
-3.972222,1,6.263575
-3.972222,1,6.26557
-3.972222,1,6.266594
-4.027778,1,6.268562
-4.027778,1,6.270556
-3.972222,1,6.275542
-3.972222,1,6.277549
-4.027778,1,6.278535
-3.972222,1,6.280529
-4.027778,1,6.281526
-3.972222,1,6.286513
-3.972222,1,6.288507
-4.027778,1,6.290502
-4.027778,1,6.2915
-3.972222,1,6.293495
-3.972222,1,6.29848
-3.972222,1,6.299483
-3.972222,1,6.301472
-4.027778,1,6.302483
-3.972222,1,6.305462
-4.027778,1,6.31045
-3.972222,1,6.312444
-4.027778,1,6.313474
-4.027778,1,6.315435
-4.027778,1,6.316434
-3.972222,1,6.32142
-4.027778,1,6.323426
-3.972222,1,6.324439
-3.972222,1,6.326406
-3.972222,1,6.3284
-3.972222,1,6.333395
-4.027778,1,6.335382
-3.972222,1,6.33638
-3.972222,1,6.338374
-4.027778,1,6.339382
-3.972222,1,6.345361
-3.972222,1,6.346362
-3.972222,1,6.348348
-4.027778,1,6.34936
-4.027778,1,6.351339
-4.027778,1,6.356325
-3.972222,1,6.357347
